VACINAS,Convenio,Preco
Deficiência da G6PD,CAREPLUS,76.52
Deficiência de MCAD,CAREPLUS,0.0
Perfil Tandem Avaliação QUALI,CAREPLUS,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),CAREPLUS,0.0
Doença de Chagas,CAREPLUS,0.0
Doença de Gaucher,CAREPLUS,0.0
Doença de Pompe,CAREPLUS,0.0
Doença de Fabry,CAREPLUS,0.0
Galactosemia,CAREPLUS,0.0
Hemoglobinopatias,CAREPLUS,0.0
IRT - Fibrose Cística,CAREPLUS,0.0
PKU - Fenilcetonúria,CAREPLUS,0.0
Rubéola,CAREPLUS,0.0
Sífilis,CAREPLUS,0.0
Surdez Genética,CAREPLUS,0.0
T4 - Hipotireoidismo,CAREPLUS,0.0
Toxoplasmose,CAREPLUS,0.0
TSH - Hipotireoidismo,CAREPLUS,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",CAREPLUS,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",CAREPLUS,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),CAREPLUS,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",CAREPLUS,0.0
BCG,FIPECQ,0.0
Dengue (Qdenga),FIPECQ,430.0
Febre Amarela,FIPECQ,0.0
Febre Tifóide,FIPECQ,0.0
Gripe HD quadri 2025 (Efluelda),FIPECQ,0.0
Gripe quadrivalente 2025,FIPECQ,80.0
Gripe Trivalente,FIPECQ,0.0
Haemophius (Act Hib),FIPECQ,0.0
Hepatite A + B Ad.,FIPECQ,0.0
Hepatite A Adt.,FIPECQ,0.0
Hepatite A Ped.,FIPECQ,0.0
Hepatite B Adt.,FIPECQ,0.0
Hepatite B Ped.,FIPECQ,0.0
Herpes Zóster (Shingrix),FIPECQ,894.0
Hexa,FIPECQ,0.0
HPV 9V  (Gardasil 9),FIPECQ,0.0
Meningo ACWY,FIPECQ,420.0
Meningo B  (Bexsero - GSK ),FIPECQ,0.0
Meningo B  (Trumenba - Pfizer ),FIPECQ,0.0
Penta,FIPECQ,0.0
Pneumocócica 13V (Prevenar 13),FIPECQ,320.0
Pneumocócica 15V (Vaxneuvance),FIPECQ,0.0
Pneumocócica 20V  (Prevenar 20),FIPECQ,0.0
Pneumocócica 23V,FIPECQ,0.0
Rotavírus 5v (Rotateq),FIPECQ,0.0
Tetra bacteriana (dTpa/IPV),FIPECQ,0.0
Tetra Viral,FIPECQ,0.0
Tríplice Bacteriana AD (dTpa),FIPECQ,0.0
Tríplice Viral,FIPECQ,0.0
Varicela,FIPECQ,0.0
AJOVY,FIPECQ,0.0
Dupilumabe (Dupixent),FIPECQ,0.0
Imunoglobulina Anti- Rh,FIPECQ,0.0
"Neo Decapeptyl LP® 11,25 mg",FIPECQ,0.0
"Neo Decapeptyl LP® 22,5 mg",FIPECQ,0.0
"Neo Decapeptyl® 3,75 mg",FIPECQ,0.0
Nirsevimabe (Beyfortus) ,FIPECQ,0.0
"Palivizumabe 0,5ml",FIPECQ,0.0
Palivizumabe 1ml,FIPECQ,0.0
VSR (Abrysvo),FIPECQ,0.0
VSR (Arexvy),FIPECQ,0.0
Consulta ao viajante (Somente copacabana) ,FIPECQ,0.0
Perfuração de orelha ad/ped,FIPECQ,0.0
Teste da Orelhinha,FIPECQ,0.0
Teste do Pezinho Básico,FIPECQ,0.0
Teste do Pezinho Novo Plus,FIPECQ,0.0
Teste do Pezinho Novo Ampliado,FIPECQ,0.0
Teste do Pezinho Novo Master,FIPECQ,0.0
Teste do Pezinho Novo Expandido,FIPECQ,0.0
Teste do Pezinho Completo,FIPECQ,0.0
Teste do Pezinho NOVA ERA,FIPECQ,0.0
17 OHP - Hiperplasia Adrenal,FIPECQ,0.0
Anti HIV,FIPECQ,0.0
Aminoacidopatias,FIPECQ,0.0
Citomegalovirus IgM,FIPECQ,0.0
Deficiência da Biotinidase,FIPECQ,0.0
Deficiência da G6PD,FIPECQ,0.0
Deficiência de MCAD,FIPECQ,0.0
Perfil Tandem Avaliação QUALI,FIPECQ,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),FIPECQ,0.0
Doença de Chagas,FIPECQ,0.0
Doença de Gaucher,FIPECQ,0.0
Doença de Pompe,FIPECQ,0.0
Doença de Fabry,FIPECQ,0.0
Galactosemia,FIPECQ,0.0
Hemoglobinopatias,FIPECQ,0.0
IRT - Fibrose Cística,FIPECQ,0.0
PKU - Fenilcetonúria,FIPECQ,0.0
Rubéola,FIPECQ,0.0
Sífilis,FIPECQ,0.0
Surdez Genética,FIPECQ,0.0
T4 - Hipotireoidismo,FIPECQ,0.0
Toxoplasmose,FIPECQ,0.0
TSH - Hipotireoidismo,FIPECQ,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",FIPECQ,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",FIPECQ,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),FIPECQ,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",FIPECQ,0.0
BCG,FUNCIONAL,215.0
Dengue (Qdenga),FUNCIONAL,565.0
Febre Amarela,FUNCIONAL,250.0
Febre Tifóide,FUNCIONAL,245.0
Gripe HD quadri 2025 (Efluelda),FUNCIONAL,330.0
Gripe quadrivalente 2025,FUNCIONAL,190.0
Gripe Trivalente,FUNCIONAL,0.0
Haemophius (Act Hib),FUNCIONAL,220.0
Hepatite A + B Ad.,FUNCIONAL,390.0
Hepatite A Adt.,FUNCIONAL,290.0
Hepatite A Ped.,FUNCIONAL,205.0
Hepatite B Adt.,FUNCIONAL,0.0
Hepatite B Ped.,FUNCIONAL,140.0
Herpes Zóster (Shingrix),FUNCIONAL,955.0
Hexa,FUNCIONAL,440.0
HPV 9V  (Gardasil 9),FUNCIONAL,799.0
Meningo ACWY,FUNCIONAL,480.0
Meningo B  (Bexsero - GSK ),FUNCIONAL,768.0
Meningo B  (Trumenba - Pfizer ),FUNCIONAL,650.0
Penta,FUNCIONAL,380.0
Pneumocócica 13V (Prevenar 13),FUNCIONAL,370.0
Pneumocócica 15V (Vaxneuvance),FUNCIONAL,390.0
Pneumocócica 20V  (Prevenar 20),FUNCIONAL,640.0
Pneumocócica 23V,FUNCIONAL,240.0
Rotavírus 5v (Rotateq),FUNCIONAL,365.0
Tetra bacteriana (dTpa/IPV),FUNCIONAL,290.0
Tetra Viral,FUNCIONAL,530.0
Tríplice Bacteriana AD (dTpa),FUNCIONAL,290.0
Tríplice Viral,FUNCIONAL,170.0
Varicela,FUNCIONAL,330.0
AJOVY,FUNCIONAL,1390.0
Dupilumabe (Dupixent),FUNCIONAL,15206.4
Imunoglobulina Anti- Rh,FUNCIONAL,0.0
"Neo Decapeptyl LP® 11,25 mg",FUNCIONAL,1300.0
"Neo Decapeptyl LP® 22,5 mg",FUNCIONAL,2795.0
"Neo Decapeptyl® 3,75 mg",FUNCIONAL,475.0
Nirsevimabe (Beyfortus) ,FUNCIONAL,4490.0
"Palivizumabe 0,5ml",FUNCIONAL,4950.0
Palivizumabe 1ml,FUNCIONAL,9900.0
VSR (Abrysvo),FUNCIONAL,1890.0
VSR (Arexvy),FUNCIONAL,1640.0
Consulta ao viajante (Somente copacabana) ,FUNCIONAL,0.0
Perfuração de orelha ad/ped,FUNCIONAL,0.0
Teste da Orelhinha,FUNCIONAL,0.0
Teste do Pezinho Básico,FUNCIONAL,0.0
Teste do Pezinho Novo Plus,FUNCIONAL,0.0
Teste do Pezinho Novo Ampliado,FUNCIONAL,0.0
Teste do Pezinho Novo Master,FUNCIONAL,0.0
Teste do Pezinho Novo Expandido,FUNCIONAL,0.0
Teste do Pezinho Completo,FUNCIONAL,0.0
Teste do Pezinho NOVA ERA,FUNCIONAL,0.0
17 OHP - Hiperplasia Adrenal,FUNCIONAL,0.0
Anti HIV,FUNCIONAL,0.0
Aminoacidopatias,FUNCIONAL,0.0
Citomegalovirus IgM,FUNCIONAL,0.0
Deficiência da Biotinidase,FUNCIONAL,0.0
Deficiência da G6PD,FUNCIONAL,0.0
Deficiência de MCAD,FUNCIONAL,0.0
Perfil Tandem Avaliação QUALI,FUNCIONAL,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),FUNCIONAL,0.0
Doença de Chagas,FUNCIONAL,0.0
Doença de Gaucher,FUNCIONAL,0.0
Doença de Pompe,FUNCIONAL,0.0
Doença de Fabry,FUNCIONAL,0.0
Galactosemia,FUNCIONAL,0.0
Hemoglobinopatias,FUNCIONAL,0.0
IRT - Fibrose Cística,FUNCIONAL,0.0
PKU - Fenilcetonúria,FUNCIONAL,0.0
Rubéola,FUNCIONAL,0.0
Sífilis,FUNCIONAL,0.0
Surdez Genética,FUNCIONAL,0.0
T4 - Hipotireoidismo,FUNCIONAL,0.0
Toxoplasmose,FUNCIONAL,0.0
TSH - Hipotireoidismo,FUNCIONAL,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",FUNCIONAL,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",FUNCIONAL,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),FUNCIONAL,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",FUNCIONAL,0.0
BCG,HAPVIDA/NOTREDAME,104.0
Dengue (Qdenga),HAPVIDA/NOTREDAME,0.0
Febre Amarela,HAPVIDA/NOTREDAME,160.16
Febre Tifóide,HAPVIDA/NOTREDAME,0.0
Gripe HD quadri 2025 (Efluelda),HAPVIDA/NOTREDAME,0.0
Gripe quadrivalente 2025,HAPVIDA/NOTREDAME,0.0
Gripe Trivalente,HAPVIDA/NOTREDAME,0.0
Haemophius (Act Hib),HAPVIDA/NOTREDAME,0.0
Hepatite A + B Ad.,HAPVIDA/NOTREDAME,0.0
Hepatite A Adt.,HAPVIDA/NOTREDAME,0.0
Hepatite A Ped.,HAPVIDA/NOTREDAME,137.28
Hepatite B Adt.,HAPVIDA/NOTREDAME,104.0
Hepatite B Ped.,HAPVIDA/NOTREDAME,80.08
Herpes Zóster (Shingrix),HAPVIDA/NOTREDAME,0.0
Hexa,HAPVIDA/NOTREDAME,355.0
HPV 9V  (Gardasil 9),HAPVIDA/NOTREDAME,0.0
Meningo ACWY,HAPVIDA/NOTREDAME,400.0
Meningo B  (Bexsero - GSK ),HAPVIDA/NOTREDAME,640.0
Meningo B  (Trumenba - Pfizer ),HAPVIDA/NOTREDAME,0.0
Penta,HAPVIDA/NOTREDAME,270.4
Pneumocócica 13V (Prevenar 13),HAPVIDA/NOTREDAME,301.6
Pneumocócica 15V (Vaxneuvance),HAPVIDA/NOTREDAME,0.0
Pneumocócica 20V  (Prevenar 20),HAPVIDA/NOTREDAME,0.0
Pneumocócica 23V,HAPVIDA/NOTREDAME,0.0
Rotavírus 5v (Rotateq),HAPVIDA/NOTREDAME,280.8
Tetra bacteriana (dTpa/IPV),HAPVIDA/NOTREDAME,0.0
Tetra Viral,HAPVIDA/NOTREDAME,0.0
Tríplice Bacteriana AD (dTpa),HAPVIDA/NOTREDAME,239.2
Tríplice Viral,HAPVIDA/NOTREDAME,0.0
Varicela,HAPVIDA/NOTREDAME,0.0
AJOVY,HAPVIDA/NOTREDAME,0.0
Dupilumabe (Dupixent),HAPVIDA/NOTREDAME,0.0
Imunoglobulina Anti- Rh,HAPVIDA/NOTREDAME,0.0
"Neo Decapeptyl LP® 11,25 mg",HAPVIDA/NOTREDAME,0.0
"Neo Decapeptyl LP® 22,5 mg",HAPVIDA/NOTREDAME,0.0
"Neo Decapeptyl® 3,75 mg",HAPVIDA/NOTREDAME,0.0
Nirsevimabe (Beyfortus) ,HAPVIDA/NOTREDAME,0.0
"Palivizumabe 0,5ml",HAPVIDA/NOTREDAME,0.0
Palivizumabe 1ml,HAPVIDA/NOTREDAME,0.0
VSR (Abrysvo),HAPVIDA/NOTREDAME,0.0
VSR (Arexvy),HAPVIDA/NOTREDAME,0.0
Consulta ao viajante (Somente copacabana) ,HAPVIDA/NOTREDAME,0.0
Perfuração de orelha ad/ped,HAPVIDA/NOTREDAME,0.0
Teste da Orelhinha,HAPVIDA/NOTREDAME,0.0
Teste do Pezinho Básico,HAPVIDA/NOTREDAME,0.0
Teste do Pezinho Novo Plus,HAPVIDA/NOTREDAME,0.0
Teste do Pezinho Novo Ampliado,HAPVIDA/NOTREDAME,0.0
Teste do Pezinho Novo Master,HAPVIDA/NOTREDAME,0.0
Teste do Pezinho Novo Expandido,HAPVIDA/NOTREDAME,0.0
Teste do Pezinho Completo,HAPVIDA/NOTREDAME,0.0
Teste do Pezinho NOVA ERA,HAPVIDA/NOTREDAME,0.0
17 OHP - Hiperplasia Adrenal,HAPVIDA/NOTREDAME,0.0
Anti HIV,HAPVIDA/NOTREDAME,0.0
Aminoacidopatias,HAPVIDA/NOTREDAME,0.0
Citomegalovirus IgM,HAPVIDA/NOTREDAME,0.0
Deficiência da Biotinidase,HAPVIDA/NOTREDAME,0.0
Deficiência da G6PD,HAPVIDA/NOTREDAME,0.0
Deficiência de MCAD,HAPVIDA/NOTREDAME,0.0
Perfil Tandem Avaliação QUALI,HAPVIDA/NOTREDAME,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),HAPVIDA/NOTREDAME,0.0
Doença de Chagas,HAPVIDA/NOTREDAME,0.0
Doença de Gaucher,HAPVIDA/NOTREDAME,0.0
Doença de Pompe,HAPVIDA/NOTREDAME,0.0
Doença de Fabry,HAPVIDA/NOTREDAME,0.0
Galactosemia,HAPVIDA/NOTREDAME,0.0
Hemoglobinopatias,HAPVIDA/NOTREDAME,0.0
IRT - Fibrose Cística,HAPVIDA/NOTREDAME,0.0
PKU - Fenilcetonúria,HAPVIDA/NOTREDAME,0.0
Rubéola,HAPVIDA/NOTREDAME,0.0
Sífilis,HAPVIDA/NOTREDAME,0.0
Surdez Genética,HAPVIDA/NOTREDAME,0.0
T4 - Hipotireoidismo,HAPVIDA/NOTREDAME,0.0
Toxoplasmose,HAPVIDA/NOTREDAME,0.0
TSH - Hipotireoidismo,HAPVIDA/NOTREDAME,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",HAPVIDA/NOTREDAME,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",HAPVIDA/NOTREDAME,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),HAPVIDA/NOTREDAME,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",HAPVIDA/NOTREDAME,0.0
BCG,OMINT,110.27
Dengue (Qdenga),OMINT,0.0
Febre Amarela,OMINT,192.97
Febre Tifóide,OMINT,0.0
Gripe HD quadri 2025 (Efluelda),OMINT,0.0
Gripe quadrivalente 2025,OMINT,134.77
Gripe Trivalente,OMINT,0.0
Haemophius (Act Hib),OMINT,108.14
Hepatite A + B Ad.,OMINT,259.52
Hepatite A Adt.,OMINT,213.66
Hepatite A Ped.,OMINT,179.2
Hepatite B Adt.,OMINT,126.7
Hepatite B Ped.,OMINT,102.98
Herpes Zóster (Shingrix),OMINT,851.24
Hexa,OMINT,482.45
HPV 9V  (Gardasil 9),OMINT,0.0
Meningo ACWY,OMINT,505.98
Meningo B  (Bexsero - GSK ),OMINT,0.0
Meningo B  (Trumenba - Pfizer ),OMINT,0.0
Penta,OMINT,323.93
Pneumocócica 13V (Prevenar 13),OMINT,352.61
Pneumocócica 15V (Vaxneuvance),OMINT,0.0
Pneumocócica 20V  (Prevenar 20),OMINT,0.0
Pneumocócica 23V,OMINT,133.21
Rotavírus 5v (Rotateq),OMINT,330.81
Tetra bacteriana (dTpa/IPV),OMINT,248.12
Tetra Viral,OMINT,441.09
Tríplice Bacteriana AD (dTpa),OMINT,248.12
Tríplice Viral,OMINT,103.44
Varicela,OMINT,275.69
AJOVY,OMINT,0.0
Dupilumabe (Dupixent),OMINT,0.0
Imunoglobulina Anti- Rh,OMINT,510.02
"Neo Decapeptyl LP® 11,25 mg",OMINT,0.0
"Neo Decapeptyl LP® 22,5 mg",OMINT,0.0
"Neo Decapeptyl® 3,75 mg",OMINT,0.0
Nirsevimabe (Beyfortus) ,OMINT,0.0
"Palivizumabe 0,5ml",OMINT,4443.3
Palivizumabe 1ml,OMINT,8759.65
VSR (Abrysvo),OMINT,0.0
VSR (Arexvy),OMINT,0.0
Consulta ao viajante (Somente copacabana) ,OMINT,0.0
Perfuração de orelha ad/ped,OMINT,0.0
Teste da Orelhinha,OMINT,0.0
Teste do Pezinho Básico,OMINT,0.0
Teste do Pezinho Novo Plus,OMINT,0.0
Teste do Pezinho Novo Ampliado,OMINT,0.0
Teste do Pezinho Novo Master,OMINT,0.0
Teste do Pezinho Novo Expandido,OMINT,0.0
Teste do Pezinho Completo,OMINT,0.0
Teste do Pezinho NOVA ERA,OMINT,0.0
17 OHP - Hiperplasia Adrenal,OMINT,0.0
Anti HIV,OMINT,0.0
Aminoacidopatias,OMINT,0.0
Citomegalovirus IgM,OMINT,0.0
Deficiência da Biotinidase,OMINT,0.0
Deficiência da G6PD,OMINT,0.0
Deficiência de MCAD,OMINT,0.0
Perfil Tandem Avaliação QUALI,OMINT,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),OMINT,0.0
Doença de Chagas,OMINT,0.0
Doença de Gaucher,OMINT,0.0
Doença de Pompe,OMINT,0.0
Doença de Fabry,OMINT,0.0
Galactosemia,OMINT,0.0
Hemoglobinopatias,OMINT,0.0
IRT - Fibrose Cística,OMINT,0.0
PKU - Fenilcetonúria,OMINT,0.0
Rubéola,OMINT,0.0
Sífilis,OMINT,0.0
Surdez Genética,OMINT,0.0
T4 - Hipotireoidismo,OMINT,0.0
Toxoplasmose,OMINT,0.0
TSH - Hipotireoidismo,OMINT,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",OMINT,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",OMINT,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),OMINT,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",OMINT,0.0
BCG,FUNDAÇÃO REAL GRANDEZA,99.5
Dengue (Qdenga),FUNDAÇÃO REAL GRANDEZA,0.0
Febre Amarela,FUNDAÇÃO REAL GRANDEZA,0.0
Febre Tifóide,FUNDAÇÃO REAL GRANDEZA,0.0
Gripe HD quadri 2025 (Efluelda),FUNDAÇÃO REAL GRANDEZA,0.0
Gripe quadrivalente 2025,FUNDAÇÃO REAL GRANDEZA,135.19
Gripe Trivalente,FUNDAÇÃO REAL GRANDEZA,0.0
Haemophius (Act Hib),FUNDAÇÃO REAL GRANDEZA,83.28
Hepatite A + B Ad.,FUNDAÇÃO REAL GRANDEZA,0.0
Hepatite A Adt.,FUNDAÇÃO REAL GRANDEZA,205.5
Hepatite A Ped.,FUNDAÇÃO REAL GRANDEZA,205.5
Hepatite B Adt.,FUNDAÇÃO REAL GRANDEZA,97.34
Hepatite B Ped.,FUNDAÇÃO REAL GRANDEZA,97.34
Herpes Zóster (Shingrix),FUNDAÇÃO REAL GRANDEZA,845.16
Hexa,FUNDAÇÃO REAL GRANDEZA,405.59
HPV 9V  (Gardasil 9),FUNDAÇÃO REAL GRANDEZA,0.0
Meningo ACWY,FUNDAÇÃO REAL GRANDEZA,411.0
Meningo B  (Bexsero - GSK ),FUNDAÇÃO REAL GRANDEZA,732.24
Meningo B  (Trumenba - Pfizer ),FUNDAÇÃO REAL GRANDEZA,0.0
Penta,FUNDAÇÃO REAL GRANDEZA,309.33
Pneumocócica 13V (Prevenar 13),FUNDAÇÃO REAL GRANDEZA,330.96
Pneumocócica 15V (Vaxneuvance),FUNDAÇÃO REAL GRANDEZA,0.0
Pneumocócica 20V  (Prevenar 20),FUNDAÇÃO REAL GRANDEZA,0.0
Pneumocócica 23V,FUNDAÇÃO REAL GRANDEZA,108.16
Rotavírus 5v (Rotateq),FUNDAÇÃO REAL GRANDEZA,0.0
Tetra bacteriana (dTpa/IPV),FUNDAÇÃO REAL GRANDEZA,0.0
Tetra Viral,FUNDAÇÃO REAL GRANDEZA,0.0
Tríplice Bacteriana AD (dTpa),FUNDAÇÃO REAL GRANDEZA,227.13
Tríplice Viral,FUNDAÇÃO REAL GRANDEZA,93.01
Varicela,FUNDAÇÃO REAL GRANDEZA,243.35
AJOVY,FUNDAÇÃO REAL GRANDEZA,0.0
Dupilumabe (Dupixent),FUNDAÇÃO REAL GRANDEZA,0.0
Imunoglobulina Anti- Rh,FUNDAÇÃO REAL GRANDEZA,0.0
"Neo Decapeptyl LP® 11,25 mg",FUNDAÇÃO REAL GRANDEZA,0.0
"Neo Decapeptyl LP® 22,5 mg",FUNDAÇÃO REAL GRANDEZA,0.0
"Neo Decapeptyl® 3,75 mg",FUNDAÇÃO REAL GRANDEZA,0.0
Nirsevimabe (Beyfortus) ,FUNDAÇÃO REAL GRANDEZA,0.0
"Palivizumabe 0,5ml",FUNDAÇÃO REAL GRANDEZA,0.0
Palivizumabe 1ml,FUNDAÇÃO REAL GRANDEZA,0.0
VSR (Abrysvo),FUNDAÇÃO REAL GRANDEZA,0.0
VSR (Arexvy),FUNDAÇÃO REAL GRANDEZA,0.0
Consulta ao viajante (Somente copacabana) ,FUNDAÇÃO REAL GRANDEZA,0.0
Perfuração de orelha ad/ped,FUNDAÇÃO REAL GRANDEZA,0.0
Teste da Orelhinha,FUNDAÇÃO REAL GRANDEZA,0.0
Teste do Pezinho Básico,FUNDAÇÃO REAL GRANDEZA,0.0
Teste do Pezinho Novo Plus,FUNDAÇÃO REAL GRANDEZA,0.0
Teste do Pezinho Novo Ampliado,FUNDAÇÃO REAL GRANDEZA,0.0
Teste do Pezinho Novo Master,FUNDAÇÃO REAL GRANDEZA,0.0
Teste do Pezinho Novo Expandido,FUNDAÇÃO REAL GRANDEZA,0.0
Teste do Pezinho Completo,FUNDAÇÃO REAL GRANDEZA,0.0
Teste do Pezinho NOVA ERA,FUNDAÇÃO REAL GRANDEZA,0.0
17 OHP - Hiperplasia Adrenal,FUNDAÇÃO REAL GRANDEZA,0.0
Anti HIV,FUNDAÇÃO REAL GRANDEZA,0.0
Aminoacidopatias,FUNDAÇÃO REAL GRANDEZA,0.0
Citomegalovirus IgM,FUNDAÇÃO REAL GRANDEZA,0.0
Deficiência da Biotinidase,FUNDAÇÃO REAL GRANDEZA,0.0
Deficiência da G6PD,FUNDAÇÃO REAL GRANDEZA,0.0
Deficiência de MCAD,FUNDAÇÃO REAL GRANDEZA,0.0
Perfil Tandem Avaliação QUALI,FUNDAÇÃO REAL GRANDEZA,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),FUNDAÇÃO REAL GRANDEZA,0.0
Doença de Chagas,FUNDAÇÃO REAL GRANDEZA,0.0
Doença de Gaucher,FUNDAÇÃO REAL GRANDEZA,0.0
Doença de Pompe,FUNDAÇÃO REAL GRANDEZA,0.0
Doença de Fabry,FUNDAÇÃO REAL GRANDEZA,0.0
Galactosemia,FUNDAÇÃO REAL GRANDEZA,0.0
Hemoglobinopatias,FUNDAÇÃO REAL GRANDEZA,0.0
IRT - Fibrose Cística,FUNDAÇÃO REAL GRANDEZA,0.0
PKU - Fenilcetonúria,FUNDAÇÃO REAL GRANDEZA,0.0
Rubéola,FUNDAÇÃO REAL GRANDEZA,0.0
Sífilis,FUNDAÇÃO REAL GRANDEZA,0.0
Surdez Genética,FUNDAÇÃO REAL GRANDEZA,0.0
T4 - Hipotireoidismo,FUNDAÇÃO REAL GRANDEZA,0.0
Toxoplasmose,FUNDAÇÃO REAL GRANDEZA,0.0
TSH - Hipotireoidismo,FUNDAÇÃO REAL GRANDEZA,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",FUNDAÇÃO REAL GRANDEZA,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",FUNDAÇÃO REAL GRANDEZA,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),FUNDAÇÃO REAL GRANDEZA,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",FUNDAÇÃO REAL GRANDEZA,0.0
BCG,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Dengue (Qdenga),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Febre Amarela,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Febre Tifóide,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Gripe HD quadri 2025 (Efluelda),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Gripe quadrivalente 2025,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),124.38
Gripe Trivalente,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Haemophius (Act Hib),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Hepatite A + B Ad.,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Hepatite A Adt.,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Hepatite A Ped.,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Hepatite B Adt.,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Hepatite B Ped.,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Herpes Zóster (Shingrix),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Hexa,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
HPV 9V  (Gardasil 9),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Meningo ACWY,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Meningo B  (Bexsero - GSK ),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Meningo B  (Trumenba - Pfizer ),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Penta,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Pneumocócica 13V (Prevenar 13),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Pneumocócica 15V (Vaxneuvance),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Pneumocócica 20V  (Prevenar 20),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Pneumocócica 23V,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),102.75
Rotavírus 5v (Rotateq),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Tetra bacteriana (dTpa/IPV),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Tetra Viral,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Tríplice Bacteriana AD (dTpa),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Tríplice Viral,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),75.71
Varicela,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
AJOVY,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Dupilumabe (Dupixent),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Imunoglobulina Anti- Rh,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
"Neo Decapeptyl LP® 11,25 mg",FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
"Neo Decapeptyl LP® 22,5 mg",FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
"Neo Decapeptyl® 3,75 mg",FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Nirsevimabe (Beyfortus) ,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
"Palivizumabe 0,5ml",FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
Palivizumabe 1ml,FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
VSR (Abrysvo),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
VSR (Arexvy),FUNDAÇÃO REAL GRANDEZA (Salvus Salutem),0.0
